Comment,Abusive
Hilight comdey sence in this movie,No
,
0.143,
,
Before he was in love<<<<and when he was in luv with her in this movie,No
,
,
.__.45,
,
Mahesh anna,No
Babu swag ....,No
,
Reminds me of   and,No
Bro it's pre release,No
Intha manchi movie ni flop yela chesam,No
,
This movie lo Mahesh Anna comedy timing eey vere level....,No
Cenima ni flop chesaru mawaa,No
Hahaha,No
...,
Yemundhi bhayya ee movie     keeeka asallu,No
,
,
,
Super'b,No
Next re-relees pakka,No
E movie rerelease chesthey untundhi ra chaari,No
,
,
"Mahesh Anna comedy super 
 All that's mahesh Anna    ",No
Om,No
Intha paamu karisthe shani vadilipoyedhi,No
,
All time favourite movie...,No
,
,
,
,
,
,
,
My favourite movie,No
,
,
Endhuku bro e movie ni flop chesaru.....,No
,
,
My favourite movie in telugu,No
I never laugh anything but when I saw this movie am totally happy I lv this movie,No
Na bangram acting timing vere level,No
movie name??,No
Movie Name:Khaleja,No
,
E movie okka vyasanam malli malli chudali anipistundi,No
thank you,No
Frustrated prasad be like,No
MAHESH BABU de ee movie fire antey,No
One of the best movie ever   ,No
Konukundam Anni dobichukodama    dey,Yes
"It's ok nuvu ami billagets ani love chayalladhu so,no problem village lo nuvu nanu fix",No
Evergreen,No
,
,
🚓🐪🇦🇺,
All time favourite movie ,No
,
,
,
,
,
అన్నయ్య,
Ato raxi kavala ontluntaye ontlu,
,No
,
,
.channakeshava.54,
,No
,
Annayya comedy   .,No
Super movie,No
,
,
,
Babu Antee Babee,No
Re-release,No
,
,
Annna timinge time .....we want re-release this movie,No
Babu,No
,
,
,
.kudipudi,No
,
Annaya,No
,
,
,
,
Re release cheyandra babu,No
Nuvu gekava bro Neku vachendaa,No
,
Adhi gudda kadu guda ante emto,Yes
._01,
,
,
me to mi comment chadhivinadhuku,No
itla aduguthara yappaaa,No
,
.devil.1899 మినిమం డిగ్రీ చదవాలి,
Valu adigindhi white ga bro red kadhu,No
,
aithe petrol posi kalapetko pakka white,No
,
try kar rey,No
to shoot your video,No
,
Ni modda rasuko bara bara bara bara ani,Yes
,
"Ayyyooo devuda ,,.        ",No
Annaa nvuu adii chestunavaa annaa...,No
,
Nuvu enni sarlu try chesav bro...,No
nawin anna niko dandam ayya,No
,
Yaraga avuthundhi bro,No
,
,
Anna sand paper vadocha?,No
,
Nuvve atle rasukunnavara bosdk,Yes
Nee gudda kavali naki dengeki istava,Yes
,
,
వాడు నీకే అడిగాడు.అంటే మీ ఇద్దరిలో ఏదో జరిగి నట్టుంది,
Anna gudda ni barbara ratte errragaitadi kadane,Yes
Anna experience tho chepthundu,No
,
Emery Paper anna,No
Zandubalm rayamanu,No
,
Andhanna,No
,
,
,
"  ....adigina vadu ,cheppe vadu idhharu ruddukoni video chesi chupiyandi ...",No
Navvi navvi sachhipothe evaru responsibility,No
Bro tried it before itself .,No
,
,
7416530912,
"Good try, never try again ",No
niku siggu ledu kabatey e comment petinav,No
bro nu gudha laga chepav bro apillakii,Yes
Nv denguthava vachii badcow dengeyy,Yes
,
,
Crazy Answer,No
,
,
Hindi me bolo mere hero,No
Brooo,No
,
,
last punch   ,No
Nice answer bro,No
,
famous kavadaniki,No
Evadraa nuv entha talented ga unnav,No
,
Petrol posi auntichei bro white itado ledo gani pink ite itadi pakka,No
Perfect ans anna loved it a lot,No
Chi endi valgour language etla taytraitundi,No
,
As you said you've to make a video why you telling that sollu,No
Nv chesava,No
,
Nidhi thellaga avvadani atlane bara bara geekinava bro tip chepthunnav,No
Edhen question raa ayya,No
try CHEYACHU gaa,No
,
Nenu 1mnth ithundi navvuthane unna moowa,No
Love u anna,No
,
,
Anna vaadu tellaga kavalani adiginda nuvvu yerraga kavalani cheptunnav,No
nakuda,No
,
Anna okasari demo chupinchu anna niku demo lu chupinchadam ba alavatu kada anna influencer vi kada demo chupinchu anna konchem,No
Broo Telugu aaa needii damnnn,No
Pora puka,Yes
Ha haa,No
,
correct,No
,
,
Rey pukaaa,Yes
,
Hindi me bolu kon bhi,No
,
,
,
"Tried this, it was good but I am in a hospital",No
Anna sully thiellaga kavalantie aem cheyalie annaya,Yes
,
anna thana experience share chestunnadu le bhaiyya,No
,
Nannu benge vaallantha ni guddha tellaga undhi antaaru mowa,Yes
Vallu questions adagatam nuv answers evvadam sarigga saripodhi,No
,
,
,
,
Avunu nen vangali ankuntunna unnara avarina mari,No
ఏంరో గుద్ద కర్రెగుంటే ఎవ్వడ్ దెంగనన్నాడా ఏందిరా ..,
crct ae,No
,
super bayya,No
nice complement,No
Nv ra dengutha ra,Yes
last line kirak chepinav Anna,No
Femous kavataniki edhoka trick aa mowa,No
,
,
E question ki Currect answer echedhi punji,No
Gattiga ichav bro,No
Gattiga eccipadesav bro,No
"Comment pettinodiki... Shiggu ledhu. Answer cheppinanduku... Manam, maryada ,lajja lenodu vedu.. thu   ",Yes
,
bro,No
emery pamper esi raakamani kuda cheppu bro papam,No
,
,
,
Guddala gunapam dimpale,Yes
,
nti bro ne answer,No
,
eduku bro Mali dini mida video chistadu bro,No
Wow,No
enti bro aunta pedda mata annav,No
,
Nee mundey emo,No
,
,
Painting Veyani Goda aithe Best',No
Chala sarlu gokava ni gudhani..? Chala confidence ga chepthunnavv,Yes
Alaa raaste nee gudha laaga tellagaa vasthaadhaa,Yes
Apudu gudhha whait ga avadame kadhu. Yerraga kuda avuthadhi      .,Yes
.0.7 bittu nuv malli superaaa,No
._.016 le white kar le,No
,
,
,
,
Annaya nuv geddam yela penchukovalo.. choodu anna... Enni chepthunnav gaa,No
,
,
Anna nee mokham hard ga kanipistundi raayocha,No
Oka Pedda tree ayithe Ela untadi bro,No
,
,
,
babu,No
,
Elanti questions ki answers cheppadam lo meku merey sati bro,No
,
,
,
.avi396 Try cheyyi nuv kuda okasari .... mi lover daggara vangithey malli balck ga vuntey mood radu..,No
ni dp bagundhi antey always ni gudda kuda white ga ney vuntundhi ..... okasari chupiyyochu ga,Yes
Ni face chala white ga vundhi ni gudda kuda alaney vuntundha ha...,Yes
,
,
,
Apura Babu Naa guddalo gola,Yes
అన్న నువ్ ఎన్ని సార్లు రాసావే,
,
Red avtundhi ga bro?,No
Devda,No
Bro naku roju sex videos chudalani Anipistondhi Am cheyyamantav,Yes
,
,
,
,
Chesaaa bhaya raladhu next anti ....,No
,
adhenti Shalini antha mata annav,No
haha,No
Bro chapa tholu teyanik try chestar chudu adhi use chey sett,No
,
Ne buthu videos Naku rakunda undalante em cheyali? A:- report option click chesi nudity& sexuality ani report cheyali leda voilence ani click cheyali,No
,
,
,
,
,
Mari comment pettiana vallaki,No
,
Bara bara bara,No
Next level anna,No
,
,
,
,
Erraga ayethdi kani telaga enduku ayethdi,No
Mast cheppinav anna,No
,
,
ur always beautiful,No
,
Nuvu kudaa alanee chesavaa Bro,No
చెడ్డి ఇప్పి గుద్ద భూమికి బర బర బర రాయడం ఏంది అన్న ᥬ ᭄ᥬ ᭄ᥬ ᭄,
,
A vukoanna,No
Maturity Leni manusulu,No
,
,
,
Yf,No
,
Barabarabara naaa,No
,
telagaaa untadhii,No
notlaki kavala medam,No
,
Aiena dentlo em undhi ani ganta navukunavu nuvu,No
Avnaa mari Deniki chustunavuu,No
Avna alagaa.Achaaa taruni,No
Avnaa,No
Ahha kavyaa,No
,
Vallu adagadam bagundi nuv chpadam bagundi  endhi bhaya edhi karma,No
,
Gudda medha petrol posukoni kalchukovali automatic ga ayidhi   white ga,Yes
Nuvvu try chesava bro,No
,
Rey yevarra meranta,No
,
,
Anna weight peragali Ante food ami teskovali,No
,
,
Pavam feel ayinatunadu bro,No
Sanasoda bagne unav ga em matladuthunavo ardam avuthuna marchiko ni language and ni matalu,No
Ninnu chipinchadanikemo bro,No
పోయి నల్ల పుకూ ని నాకు,
Anna ni eyes chaala baguntay,No
"Bro.., Guda yerra ga avthumdhi thelusukoni matladu..  ",Yes
Nice try bro,No
,
,
,
Anna white ga radhu red ga vastadi,No
Anwer matram dhum dham supero super,No
,
Nv ekkaduntav cheppava buthulu nerchukunta plz nerchukovali arjent ga,No
I love   you,No
,
,
LOL Idea adirindi,No
Aaripukaaaa,Yes
,
,
,
,
,
,
Bro ila guda ki petrol asi anti paduthe talaga itundi,Yes
,
,
.mad_biker__,No
Navvaleka chachipoya,No
vade modda neku ela thelusu..,Yes
vayammo ఫెయిర్ అండ్ లవ్లీ పెట్టు అని చెప్పక పోయారా,
Enduku bro nuvvu atlane gikkinava ??,No
Aa question adigina vaadu idhi vinna tarwatha Malli inkosari A questionkuda adagadu Anna,No
,
sir vadevado vest gaadu west question adigindanuko miru kuda ela chettha maatalu maatladuthaaraa cheppandi ladies ki chudataniki ebbandhi ga vundhandi vadevadoo gurinchi mirendhuku kindhaki dhigajàaraali sir konchem galiz akkuva avuthundhi chusukondi sir,No
Anna pukula sulli pettina epudu em cheyali nenu,Yes
పుకు పుక,
పుకు నాకినవా,
Endhanna ee comment lu nijangane vasthunnaya neeku,No
,
Danber road midha kuda,No
Nvu kuda gikinava anna,No
Washing powder Nirma,No
,
,
,
,
,
,
,
,
Amanna reply naa,No
,
,
Anna modda telagaaa kavali ante em chiyali,Yes
,
Navvi navvi chachi pothe avarandi responsibility... Haa,No
,
nikuda kavala aitee na dagareki raa,No
Asian paint vesukomanu,No
miku kavala,No
TELLA GAA AVVADHU ERRA GAA AINDHI ANNA,No
Antha clarity ga chapthunavu ante Nike baaga experience unatundhi anukunta bro,No
._.monarch,No
Hahahaha,No
poo,No
,
.monica_    bar bar bara bara try chesina. I got results,No
,
._.monarch,No
baraararara rayala,No
Appudu red ga avathadhi,No
,
Nuv rakinava antha experience aa pichi lanjakodaka,Yes
Bro ne muthi meedha evadu dengadu,Yes
"Bro వాడు ఎవడో గాని వాడు అడగటం, మీరు చెప్పాడం       ",
,
,
maku telusu le,No
,
,
inthaku nidi white ha black ha,No
na modda ney,Yes
guda kuda ala Ney dengutham,Yes
,
tips,No
amaaa,No
,
Nuv atlane chesinava?,No
,
,
,
,
,
Super గా చెప్పావ్ bro ఇలనే చెప్పాలి ఇలా కామెంట్ పెట్టినా వాడికి,No
,
Nice bhaya set anukoo vaniki ipothadhi ega telaga,No
Super bro,No
,
,
,
Ve,No
"Veedoka waste fellow, aa questions ni enjoy chesthunnattu unnadu anduke answer isthunnadu , anni atlanti questions eh aduguthaara veediki? Veede ee pichchi questions create chesi edava dramalu aadatam , aa daridrapu questions ki answerslu ivvadam.",No
,
prapancham lo yeda doorakani saaruku okka Instagram lo nee doorukundhi,No
,
Anna nen ni videos chusina konni gaddam lenivi kooda chusina kani gaddam thone superb ga unnav anna so penchuko ok na anna inkola anukoku,No
Last lo super,No
barbar gudda white ravalanta nv vukooo   neku yanduku vadu papam,Yes
kavala nadi yarrga vuntadi bagaa,No
,
right,No
Anna   pedhaga kavalante em cheyalli,No
Super glass mukkalu vesukomanu bro,No
Rod kadhu kani brush tho oka 10mi rayali chalu bro,No
super,No
,
,
,
,
Manchiga vesinav bro small suggestions salt paper tho kuda avthadi anukunta,No
Thu nuvu nee over acting...ilanti na kodukulaku Ela intha Mandi followers aitharu ra babu,No
,
,
Hi bro,No
Nuvvu try chesava bro,No
ediki likelu kavali....,No
Mirru elative post cheyakandi,No
Anna antha easy ga ela chepav anna,No
,
ఈ క్వశ్చన్ ఏంటో ఈ ఆన్సర్ లెంత్ లో దీనికి పడి పడి ఆ గర్ల్స్ పెట్టే కామెంట్స్ ఏంటో,
inbox me if you want,No
,
Ne gudha lo naa modda lanjadaka,Yes
,
,
,
,
,
,
,
,
crazy answer bro vadu malli raadu,No
,
.avi396 nv sachipothe nenu ela bujji,No
,
,
hi,No
really,No
,
,
,
Nuvvu alane chestava,No
Very nice question haa,No
Super answer        sachipoyivuntadu bro vadu,No
ohh mem iddaram nik cheyala vini,No
Nenu vastha ra,No
Leki kodukulu ra miru,Yes
DullAaaaa,No
Ana nidi,No
,
,
,
Anna evado kani chastadu,No
సిమెంట్ రోడ్ కాదు బ్రో కంకర రోడ్ కరెక్ట్ అనుకుంట,
,
,
Yes bro,No
,
,
._.h   try once !,No
,
Vmoo,No
,
Nuvvu yeppudina dengaava guddha?,Yes
,
,
,
,
,
avunu,No
,
,
Mass anna,No
Kesasuko bro full of white antha,No
Anna valla ni correct ga answer chesav super anna,No
Edho okka video deniki malli enni likes,No
,
,
,
,
,
,
Vammo enty ede   cheeee,No
,
Vadu question adiginde dharidram anukunte malli daniki nee answer okati,No
,
Ni ilanti questions ki answer ivvaka podam a manchidi bro kani highlight bro,No
,
,
𝙱𝚊𝚐𝚊 𝚌𝚑𝚎𝚙𝚙𝚊𝚟𝚞 𝚋𝚛𝚘,No
,
oyyy,No
నా ముక్కు కొంచెం ముసుకు పోయింది రెండు రోజులుగా కానీ ఈ వీడియో చూసాక మొత్తం క్లియర్ అయిపొయింది మొత్తం బయటకి వచ్చేసింది thank u bro,
"Cheddi vippi gudda bhumiki rayale bara bara bara rayali, navvi navvi sachipote evaru bro responsibility                        ",Yes
,
Navvaleka chachhipothunammm anna,No
,
Netho matlada chudu naku siggu ledhu,Yes
Ni modda chupi,Yes
Ra,No
Bava,No
,
Anna I like ur talking style ra,No
Ela unaru entira meru baboi...,No
nice answer shailu,No
,
.maroju.7,No
,
Ni notla na modda,Yes
nee kante bhale thing untada chepu,No
,
,
,
,
Niiku Ela telusu broo,No
Chi waste fellow,No
,
Anna nijanga mastu nav kunna Anna,No
,
,
Very nice question,No
,
nuv emana block mans ki puttinava endii,No
,
Anna meru hero anna,No
,
,
question Kuda baga strictly chesadu kada,No
,
,
,
,
,
,
,
,
సూపర్ రిప్లై అన్న,
,
,
,
అది గుద్దనా నేను గు డ అనుకున్నారా మొవాస్,
Andhuke ni amma gudha intha thellaga undhi.. kani nu endhuku ra karre ga putinav ..   pandhi dengthe putinatunav,Yes
Chi m anna unda ra niku,No
,
"Last lo aa okka Dailogue , enduku ongudaamanukuntunnava evari mundhu Aina    ",Yes
,
,
,
Nee madda kavali naku anduku yakkadiki ravali,Yes
Anna neku bad coments pedithunte badaga vundi Anna    comments off cheyyi annaa,No
Anna chest vedalpu avvali ante emcheyali anna chepu anna pls,No
Kirrak answer,No
,
super Anna nuvu,No
,
Highlight hai yro tum    ,No
,
formula,No
.avi396 aite sachipoo,No
,
,
,
,
నిన్నే ఎందుకు అడుగుతున్నారు ఇలాంటి కామెంట్స్ అన్ని,
navvi navvi sachipothanemo mowa,No
Aa last lo dailouge,No
,
.__ neeke ra,No
Navvi navvi sacchipothey evadidhi saar responsibility....,No
Ni gudda rasuko thelaga aouthadi first nuv loude lo question,Yes
Barabara rasthe first gudha undadu vadiki,Yes
,
yesukundhama mari Shalini,Yes
memante abbailam ala anukuntam...neku matram nijamgaane siggu ledhu ilantivi vinadaniki... scroll cheyyocchuga guvva anagaane,Yes
Nuv Ani sali rasinav brooo antha perfect ga saying experience aw      ,No
,
,
,
Nice explanation bro ...,No
,
Iska matlap cement raod pe gand ko ghas na      kya bhai,No
THANKS BRO NI SECRET NI MAKU SHARE CHESINANDHUKU,No
"Nuvvey velli vadi guddha dhengi white chey bro, endhuk Maaku ee moddala Lolli uukey",Yes
,
,
,
very good,No
,
Chala experience person la unav enii sarlu chesinav,No
Em manishivi ra nuvu,
,
Navi Navi sachipothee evaru sir responsibility haaa,No
Barabar correct answer,No
